claim_number,age_of_driver,gender,marital_status,safety_rating,annual_income,high_education,address_change,property_status,zip_code,claim_date,claim_day_of_week,accident_site,past_num_of_claims,witness_present,liab_prct,channel,police_report,age_of_vehicle,vehicle_category,vehicle_price,vehicle_color,total_claim,injury_claim,policy deductible,annual premium,days open,form defects,fraud reported
346622976,37,F,0,79,80861.76,1,0,Rent,80014,9/9/2023,Saturday,Local,0,0,0,Broker,1,8,Medium,26567.56756,other,18000.06395,2089.501014,2000,1239.06,9.460782866,2,N
346685184,38,M,1,87,81466.56,1,1,Own,50010,8/24/2023,Thursday,Highway,0,0,96,Broker,0,2,Compact,23597.16952,red,26734.44801,3741.41635,1000,1622.67,10.36727981,10,N
346768128,40,M,0,68,82633.6,1,0,Own,80025,5/10/2023,Wednesday,Local,1,0,63,Broker,1,2,Large,29570.96984,gray,13762.2178,5004.000764,500,1354.2,9.163250676,6,N
346851072,47,F,1,54,86233.28,1,0,Rent,85046,1/9/2023,Monday,Local,0,0,25,Broker,1,7,Medium,12882.81943,black,21207.41398,7579.009949,1000,999.43,6.108786355,6,N
346892544,45,M,1,94,85261.12,1,1,Own,50022,2/21/2024,Wednesday,Highway,1,0,33,Broker,1,3,Compact,16337.00578,silver,9187.94121,4318.41077,2000,1155.97,7.937535268,4,N
346975488,43,M,1,74,84208.32,0,1,Rent,80036,7/23/2023,Sunday,Local,0,0,100,Broker,1,6,Large,13150.94902,red,5779.549193,4862.893406,500,1232.57,9.924729044,2,N
347058432,39,M,1,65,82098.24,1,1,Rent,15012,5/31/2024,Friday,Local,2,0,49,Broker,1,5,Medium,14810.70935,other,13177.8032,4066.184701,1000,1324.78,10.60339748,4,N
347929344,50,F,0,67,87657.92,1,0,Own,50048,10/23/2024,Wednesday,Parking Lot,0,0,93,Broker,0,1,Large,18030.85251,silver,24049.8666,4430.300266,1000,1622.67,8.782270843,3,N
348862464,54,M,1,63,89344.64,0,0,Rent,15038,10/19/2024,Saturday,Highway,1,0,1,Broker,0,8,Medium,26422.11994,blue,16567.13298,4213.049285,1000,1726.91,8.922135166,4,N
348883200,79,F,1,90,97896.96,0,1,Own,15009,7/24/2023,Monday,Local,0,1,100,Broker,1,3,Compact,28009.06301,other,18917.85918,8917.280469,500,1232.57,9.457206822,6,N
349007616,39,M,1,41,82055.68,0,1,Own,20102,7/25/2023,Tuesday,Parking Lot,1,0,56,Broker,1,3,Large,23330.51658,blue,18114.90251,8268.703846,500,1078.65,9.210170698,7,N
349049088,61,M,1,90,92070.72,1,0,Own,85016,11/13/2023,Monday,Parking Lot,0,0,30,Broker,0,4,Large,16814.90264,red,21198.54142,7695.977511,1000,1324.78,10.51548373,4,N
349069824,44,F,1,69,84790.72,0,1,Rent,50054,11/5/2023,Sunday,Highway,0,0,98,Broker,0,6,Medium,22543.32978,gray,16385.72856,4944.937976,500,1518.54,10.74151532,4,N
349691904,46,F,1,84,85765.12,0,1,Rent,50054,4/2/2023,Sunday,Local,1,1,97,Broker,1,5,Compact,6175.707298,black,30196.67368,3891.123655,500,1232.57,9.949572739,6,N
349774848,40,F,1,81,82638.08,1,1,Own,85003,12/10/2024,Tuesday,Local,0,0,93,Broker,0,10,Medium,30982.28717,silver,13622.79307,3330.409078,500,1518.54,9.38477541,4,N
349940736,42,M,0,91,111686.4,1,1,Own,20142,3/29/2024,Friday,Highway,0,0,3,Broker,1,6,Large,13627.00022,other,29924.20371,2586.841236,1000,1622.67,9.869500535,3,N
350396928,49,M,0,84,87205.44,1,0,Own,50032,1/13/2023,Friday,Parking Lot,1,0,40,Broker,1,4,Compact,5526.648862,white,16989.91343,4575.731942,1000,1324.78,11.5792215,5,N
350459136,54,F,1,38,89342.4,1,0,Rent,85078,6/14/2024,Friday,Highway,0,0,28,Broker,1,5,Medium,18971.3303,blue,14428.0856,4337.195891,2000,1239.06,9.245322879,4,N
351744768,63,F,1,23,92796.48,1,0,Rent,20148,10/4/2023,Wednesday,Local,0,0,12,Broker,0,2,Medium,22975.93967,gray,10201.13616,4000.647954,2000,1155.97,11.29017135,3,N
351765504,49,M,1,82,87158.4,0,1,Rent,15001,9/24/2024,Tuesday,Parking Lot,0,0,50,Broker,1,2,Compact,20950.33504,other,16409.57207,5136.05298,1000,1726.91,10.82072858,4,N
351931392,64,M,0,82,93163.84,1,1,Rent,85078,7/12/2023,Wednesday,Local,0,0,50,Broker,0,1,Medium,9700.532328,red,9342.011656,5321.158812,2000,1246.68,10.16852959,7,N
351993600,50,M,1,31,87660.16,1,1,Rent,85077,1/27/2024,Saturday,Local,0,0,50,Broker,0,1,Large,60545.67616,gray,17311.41102,4777.326201,500,1082.36,10.92131232,1,N
352035072,42,M,0,14,111686.4,0,1,Own,85011,5/11/2023,Thursday,Parking Lot,0,1,64,Broker,1,5,Compact,14037.7738,other,12074.83479,5933.426426,500,1354.2,8.903677518,3,N
352470528,37,F,1,74,17796.8,1,0,Own,80022,10/7/2023,Saturday,Parking Lot,1,1,0,Broker,1,1,Compact,27379.67552,red,43035.56792,4067.699228,2000,1246.68,9.22850709,5,Y
352553472,41,M,1,67,19416.0,1,0,Own,85072,3/19/2023,Sunday,Local,3,1,76,Broker,1,4,Compact,55589.27638,blue,32791.87923,7980.816045,500,1354.2,12.04539399,5,Y
353113344,43,M,0,77,84226.24,1,1,Own,15031,6/29/2024,Saturday,Parking Lot,0,1,49,Broker,1,5,Compact,19561.4216,black,30393.70887,3412.902691,2000,1246.68,10.58855981,6,N
353175552,54,M,1,87,89308.8,1,1,Rent,15022,9/29/2024,Sunday,Local,0,0,12,Broker,0,1,Compact,17582.72587,red,26051.01485,4683.412187,1000,1622.67,10.89181877,5,N
354378240,51,M,1,75,82908.8,1,1,Rent,50028,3/18/2024,Monday,Highway,0,0,60,Broker,1,3,Large,17127.35859,red,9655.065914,3359.643738,500,1232.57,10.66004727,2,N
355249152,38,F,1,57,81477.76,1,1,Rent,15059,3/5/2023,Sunday,Local,0,1,50,Broker,0,9,Large,31392.63764,red,30130.24915,2947.544808,2000,1155.97,9.924286977,6,N
355311360,47,F,0,66,86255.68,0,0,Rent,50005,11/2/2023,Thursday,Parking Lot,2,0,26,Broker,0,2,Compact,21678.29159,other,27272.876,3368.941438,500,1078.65,9.328715364,5,N
356617728,37,F,1,73,80879.68,0,1,Rent,50005,7/23/2023,Sunday,Highway,0,0,50,Broker,0,8,Medium,20913.16002,silver,22859.09925,1923.605873,500,1354.2,12.09185155,5,N
356638464,67,M,0,74,94176.32,1,1,Own,80016,12/27/2024,Friday,Local,1,0,100,Broker,1,1,Large,21873.09258,red,27824.62176,7409.544409,500,1055.6,11.75503358,6,N
356721408,51,F,1,95,116072.32,1,0,Own,50043,9/12/2023,Tuesday,Local,1,1,69,Broker,0,6,Compact,38195.19017,white,27306.42413,4500.866281,2000,1155.97,10.83363246,4,N
356762880,49,M,1,77,87156.16,0,1,Own,80041,4/1/2024,Monday,Local,0,0,21,Broker,0,9,Large,14909.84004,white,31222.71334,2540.053757,1000,1726.91,12.06193783,5,N
358235136,54,M,1,77,89367.04,0,1,Own,80023,9/30/2023,Saturday,Parking Lot,0,0,1,Broker,1,7,Large,11725.29583,other,19497.34808,2820.423819,2000,1155.97,10.44092395,4,N
358483968,60,M,0,85,91719.04,0,0,Rent,85060,10/18/2023,Wednesday,Local,0,1,77,Broker,1,5,Large,9492.605284,silver,12416.30301,2320.420833,500,1518.54,9.907559075,7,N
358525440,49,F,1,51,87218.88,1,0,Own,50001,10/20/2023,Friday,Parking Lot,0,0,26,Broker,1,5,Compact,19838.81456,blue,33318.06019,4770.84382,2000,1239.06,9.713279336,6,N
358566912,52,M,0,90,88493.44,1,0,Own,85065,7/17/2024,Wednesday,Local,0,0,67,Broker,0,3,Compact,26332.31131,gray,17990.47804,7090.448796,2000,1246.68,12.01647889,5,N
358629120,49,F,1,70,87180.8,1,1,Rent,85066,2/1/2023,Wednesday,Parking Lot,0,0,50,Broker,1,4,Compact,12682.57138,white,34284.65237,3708.684429,500,1082.36,10.97106464,3,N
358691328,51,M,1,94,28040.96,0,1,Own,50031,7/23/2024,Tuesday,Highway,0,0,62,Broker,0,2,Large,5856.538101,black,8612.073402,4253.560265,500,1354.2,13.97036586,4,Y
358836480,47,M,1,87,86264.64,1,1,Rent,15019,1/19/2023,Thursday,Local,0,1,100,Broker,1,1,Compact,19828.04375,other,51653.05568,3683.026584,2000,1155.97,9.391946276,2,N
358898688,57,M,1,79,90567.68,1,1,Own,80003,8/2/2023,Wednesday,Local,0,1,100,Broker,0,7,Medium,29231.14854,red,22658.00993,4118.820894,1000,1726.91,10.06672206,7,N
358981632,81,F,0,91,98425.6,0,1,Own,50011,3/24/2023,Friday,Local,0,1,98,Broker,1,1,Large,9474.688093,blue,36892.86295,8001.602802,500,1078.65,10.6728393,4,N
359085312,60,M,1,76,91741.44,1,0,Rent,20132,2/19/2023,Sunday,Local,0,0,50,Broker,1,3,Compact,11584.20828,blue,17513.53122,4887.561997,500,1518.54,11.94298862,2,N
359209728,40,F,0,88,22658.24,0,1,Own,80016,5/19/2024,Sunday,Highway,0,1,14,Broker,1,4,Medium,18445.44958,black,8937.972745,5591.392129,2000,1246.68,12.22001522,3,Y
359562240,45,F,0,82,85274.56,0,1,Rent,80005,10/3/2024,Thursday,Local,0,0,48,Broker,0,7,Compact,35684.71945,other,44717.69899,7476.094185,2000,1155.97,7.816318923,0,N
359852544,69,F,0,76,94846.08,0,1,Own,50031,1/29/2024,Monday,Local,1,1,77,Broker,1,5,Medium,20647.69732,other,18147.4439,4391.952192,1000,1324.78,10.29573817,6,Y
359956224,63,F,1,65,92814.4,1,0,Own,80002,8/13/2023,Sunday,Local,0,1,74,Broker,0,3,Large,31147.54952,white,7417.972647,8439.515741,2000,1239.06,9.874650488,2,N
359976960,46,M,1,26,85778.56,1,1,Own,20151,10/11/2023,Wednesday,Parking Lot,1,1,75,Broker,1,5,Medium,35701.34424,silver,11463.74689,5997.483933,2000,1246.68,8.428904733,4,N
359997696,36,F,1,87,20248.0,0,0,Own,85031,9/5/2023,Tuesday,Highway,0,0,85,Broker,1,12,Large,27003.97906,silver,12489.38021,4126.784146,1000,1622.67,9.908341561,2,Y
360018432,67,M,1,83,94151.68,0,0,Rent,85014,2/25/2024,Sunday,Parking Lot,2,1,95,Broker,1,10,Large,51452.1776,other,27015.28807,2623.349259,500,1082.36,9.837318625,3,N
360101376,43,F,0,83,84219.52,1,1,Rent,20165,3/25/2023,Saturday,Local,0,1,87,Broker,0,4,Large,22916.83594,white,27133.95581,8218.142467,500,1055.6,9.984802608,7,N
360142848,47,M,1,66,86235.52,0,1,Own,80033,5/30/2023,Tuesday,Local,0,1,50,Broker,0,7,Medium,13115.1699,red,29031.20688,4498.135943,1000,999.43,9.553594903,7,N
360205056,43,M,1,66,84224.0,1,0,Rent,15003,5/19/2023,Friday,Local,2,1,5,Broker,0,5,Medium,31563.62625,silver,9809.22116,9315.7655,2000,1155.97,10.01054421,3,N
360288000,50,M,0,67,87646.72,1,0,Rent,85017,9/12/2024,Thursday,Parking Lot,5,0,51,Broker,1,6,Compact,17787.71406,red,9570.920153,5976.639268,1000,1726.91,9.219707784,4,N
360370944,43,F,1,88,24255.36,0,1,Own,80002,1/11/2024,Thursday,Local,0,1,99,Broker,1,0,Medium,18424.11532,blue,14278.7138,6319.192219,500,1232.57,10.52897272,3,Y
360495360,54,M,1,81,89328.96,0,1,Own,85046,7/10/2023,Monday,Parking Lot,0,0,99,Broker,1,3,Large,27015.58396,black,29723.96192,6958.580985,1000,1324.78,8.896920718,5,N
360536832,44,F,1,74,34761.6,1,0,Rent,80021,3/23/2024,Saturday,Highway,0,0,48,Broker,0,4,Compact,21517.65709,red,23777.20336,4560.591839,2000,1239.06,11.11902195,3,Y
360640512,48,M,1,77,86654.4,1,0,Own,80012,8/19/2024,Monday,Local,0,0,4,Broker,0,5,Medium,32798.10743,blue,67535.59972,2875.943111,500,1082.36,9.534803239,4,N
360930816,48,M,1,82,86712.64,1,1,Own,15022,1/5/2024,Friday,Highway,0,0,12,Broker,1,6,Compact,5696.9033,silver,26459.49308,4319.381553,2000,1155.97,8.783888907,7,N
360993024,37,M,1,68,30872.96,1,1,Rent,15022,4/14/2023,Friday,Highway,0,1,100,Broker,0,5,Medium,23085.49471,white,11324.4747,6119.164023,1000,1726.91,11.87958143,5,Y
361117440,62,M,0,78,92467.2,1,1,Own,50039,11/9/2024,Saturday,Local,0,0,32,Broker,1,2,Compact,8907.957494,other,18067.95582,6632.573885,500,1078.65,12.6488527,5,N
361158912,37,F,0,75,80875.2,1,0,Rent,15021,2/13/2023,Monday,Parking Lot,1,0,14,Broker,0,2,Compact,41236.09149,red,13068.65725,3068.071019,1000,1324.78,10.14404773,4,N
361200384,60,F,1,74,91719.04,0,1,Own,15025,8/19/2024,Monday,Local,1,0,0,Broker,0,5,Medium,21192.74965,white,24318.44479,2789.878217,2000,1239.06,13.36174872,6,N
361345536,54,M,1,72,89311.04,1,0,Own,20147,2/6/2024,Tuesday,Parking Lot,1,1,100,Broker,1,6,Large,11063.68666,silver,18083.71647,2736.5597,500,1082.36,9.172437633,7,Y
361532160,29,M,0,64,95668.16,1,0,Rent,80036,2/9/2023,Thursday,Parking Lot,0,0,96,Broker,0,4,Medium,13493.81413,blue,11649.68055,4526.501658,2000,1155.97,10.97598703,6,N
361698048,61,M,1,55,92075.2,1,1,Rent,50041,11/6/2023,Monday,Local,0,0,18,Broker,0,3,Large,31937.13992,blue,39174.61562,2129.146014,500,1078.65,11.64935566,5,N
361739520,41,M,1,81,83204.8,1,0,Own,85064,9/6/2024,Friday,Local,0,1,1,Broker,0,2,Medium,73044.13373,silver,20924.21527,2479.737834,1000,1324.78,11.06879888,2,N
361801728,64,F,1,81,93152.64,1,1,Rent,50036,11/22/2024,Friday,Local,0,1,50,Broker,1,5,Large,15414.24073,white,12528.81887,10659.89183,500,1518.54,12.25134405,3,N
362092032,49,M,0,84,87158.4,0,1,Rent,15021,9/29/2023,Friday,Highway,6,0,50,Broker,1,9,Medium,51848.38459,other,14541.6321,2929.790292,1000,1622.67,10.73352323,6,N
362112768,45,F,0,78,85288.0,1,1,Rent,20102,7/29/2024,Monday,Parking Lot,0,0,1,Broker,0,1,Compact,45023.21266,blue,54316.46516,4487.680152,500,1082.36,9.991235563,6,N
362154240,43,F,1,73,84253.12,0,1,Own,50029,12/7/2023,Thursday,Parking Lot,0,0,56,Broker,0,5,Compact,20029.68949,blue,21369.41849,4950.558375,500,1354.2,9.322565389,2,N
362195712,45,F,1,68,85294.72,0,0,Rent,50013,3/3/2023,Friday,Local,0,1,100,Broker,0,3,Large,27822.2403,silver,25549.53059,2922.126669,500,1055.6,9.008883857,2,N
362278656,58,F,1,85,90993.28,1,1,Own,80011,3/8/2024,Friday,Local,0,0,2,Broker,1,5,Large,20798.20479,black,17707.38083,3508.883324,2000,1155.97,11.59565876,6,N
362320128,56,F,1,84,90207.04,1,0,Rent,20144,3/18/2024,Monday,Local,0,0,33,Broker,0,7,Compact,14811.68354,black,31252.59572,3291.821333,1000,1726.91,10.2108143,2,Y
365534208,48,F,1,92,-1.6,0,1,Own,50047,5/1/2023,Monday,Local,1,0,98,Broker,0,8,Medium,24636.26318,gray,11341.12605,5783.943551,500,1082.36,8.546132608,2,N
368934912,51,F,1,88,82908.8,0,1,Rent,15025,3/14/2024,Thursday,Local,2,0,7,Broker,1,3,Medium,32385.98694,gray,21956.06415,7494.755898,2000,1155.97,12.48446962,7,N
369826560,31,M,0,79,24944.0,1,0,Own,85055,9/4/2023,Monday,Highway,1,0,50,Broker,1,3,Large,7228.925157,red,52896.47234,2446.99548,500,1078.65,10.4748396,7,Y
369930240,58,F,1,81,24966.4,0,0,Own,15019,5/21/2024,Tuesday,Parking Lot,0,0,76,Broker,1,6,Compact,15672.50269,white,15605.95976,3969.673609,500,1518.54,10.45741283,7,Y
370199808,44,F,1,55,10518.4,0,1,Own,80002,2/23/2023,Thursday,Local,0,0,16,Broker,0,2,Large,22318.63595,white,8853.092611,3349.164183,500,1055.6,7.336865736,3,Y
370448640,30,F,0,64,14420.8,1,0,Own,20160,2/23/2024,Friday,Parking Lot,0,0,46,Broker,1,2,Large,9037.907893,red,17758.17127,4601.845098,500,1232.57,8.980235813,5,Y
370510848,45,F,1,88,10884.8,1,0,Own,20163,7/2/2024,Tuesday,Parking Lot,0,0,1,Broker,0,3,Medium,17745.45643,black,6164.407089,7874.050418,500,1078.65,9.29246393,4,Y
370967040,43,M,1,48,10180.8,1,0,Own,85038,4/7/2024,Sunday,Highway,0,1,0,Broker,0,9,Medium,17386.53623,other,19218.01333,6338.252696,500,1082.36,12.13809575,2,Y
371215872,51,M,0,47,82908.8,1,0,Own,15055,5/22/2023,Monday,Parking Lot,0,0,51,Broker,1,7,Medium,21460.21489,other,40481.61948,4548.833852,1000,1324.78,9.979866771,3,N
371589120,37,F,1,90,27772.8,1,0,Rent,85028,12/7/2024,Saturday,Parking Lot,0,0,16,Broker,0,2,Medium,52015.77659,blue,40979.06029,6621.311416,1000,1726.91,8.755456115,7,Y
371837952,63,M,0,95,96297.6,1,0,Own,80022,4/24/2024,Wednesday,Local,0,0,59,Broker,0,2,Large,24580.31376,gray,12211.47082,6205.675076,500,1518.54,10.89030883,4,N
371879424,42,M,1,68,19812.8,1,1,Rent,80025,12/12/2024,Thursday,Local,0,0,7,Broker,0,4,Large,26278.63078,red,7052.430313,2650.664922,2000,1246.68,8.457581539,2,Y
372086784,40,F,1,74,29035.2,0,1,Rent,80017,3/6/2024,Wednesday,Highway,0,0,26,Broker,1,3,Large,24073.77388,red,6277.494557,1072.223453,500,1354.2,9.093202481,6,Y
372128256,47,F,0,81,161600.0,0,1,Own,50009,11/30/2024,Saturday,Parking Lot,5,0,10,Broker,1,7,Large,39197.5979,black,14808.92096,3508.749991,500,1055.6,11.92939297,4,N
372190464,56,F,1,48,164425.6,1,1,Rent,15059,10/22/2023,Sunday,Local,0,0,38,Broker,0,5,Medium,22006.33664,black,11787.1391,8799.755273,1000,999.43,11.23743383,4,N
372231936,36,F,1,63,157334.4,1,1,Rent,20101,8/2/2023,Wednesday,Local,1,0,52,Broker,0,9,Medium,84898.64534,silver,44786.58955,4543.841184,2000,1155.97,7.214896909,1,N
372273408,38,F,0,94,98206.4,1,1,Own,85026,2/26/2024,Monday,Local,0,1,100,Broker,1,6,Medium,17221.07918,white,10603.89804,4028.837173,1000,1726.91,10.47216456,4,N
372418560,46,M,0,44,101262.4,1,0,Own,85078,3/29/2024,Friday,Local,0,1,12,Broker,0,6,Medium,32914.99311,red,7896.314133,2456.067457,1000,1324.78,9.997003185,11,N
372563712,46,F,1,69,91268.8,0,1,Own,85073,2/5/2023,Sunday,Local,0,1,0,Broker,1,3,Large,8984.589137,black,28243.72246,3531.759243,2000,1246.68,10.38904936,2,N
372999168,32,F,1,75,85464.0,1,1,Own,15010,3/25/2023,Saturday,Local,0,1,85,Broker,1,5,Medium,20279.908,red,15692.54191,4815.438322,500,1055.6,7.039161187,8,N
373019904,31,M,0,97,84939.2,1,1,Rent,80005,8/18/2024,Sunday,Parking Lot,0,0,53,Broker,1,7,Compact,22260.51363,red,16425.63546,1944.054941,1000,999.43,9.693060223,5,N
373061376,36,M,1,75,97316.8,0,1,Rent,85038,7/13/2024,Saturday,Highway,0,1,15,Broker,1,6,Compact,12644.02682,blue,16428.38348,1952.140527,1000,1726.91,11.41074135,3,N
373123584,34,M,1,19,96409.6,0,0,Rent,20105,10/22/2024,Tuesday,Local,0,0,9,Broker,0,3,Large,8934.255078,white,25718.97718,1596.735006,500,1232.57,6.691005634,5,N
373330944,30,F,0,91,94388.8,1,0,Own,15015,5/25/2024,Saturday,Parking Lot,0,0,27,Broker,1,4,Large,25876.09803,silver,41038.56399,7159.919921,1000,1324.78,8.178976859,4,N
373413888,32,F,1,78,95449.6,1,0,Rent,20148,11/27/2024,Wednesday,Parking Lot,0,0,88,Broker,0,6,Large,31642.30235,black,10724.44862,5555.071056,500,1518.54,9.129211496,6,N
373496832,65,M,1,74,-1.0,1,0,Own,50032,11/23/2024,Saturday,Highway,2,0,6,Broker,0,9,Compact,17838.42956,gray,26389.29728,4513.692674,2000,1239.06,12.05130062,9,N
373579776,57,F,0,93,94699.2,1,1,Rent,85068,3/6/2024,Wednesday,Parking Lot,0,0,71,Broker,0,6,Large,14240.41535,black,6970.426746,1996.065189,1000,1622.67,11.4457248,6,N
373600512,45,M,1,85,90923.2,0,1,Own,85071,4/20/2023,Thursday,Local,0,0,62,Broker,1,5,Medium,42511.08325,black,8883.628121,4575.565622,500,1082.36,9.986689902,4,N
374139648,33,F,1,76,94699.2,0,1,Own,85004,1/8/2024,Monday,Local,0,1,1,Broker,1,5,Large,7911.357214,other,37549.72795,6242.911021,2000,1246.68,8.760964745,2,N
374160384,48,F,0,78,90923.2,0,1,Rent,15032,12/9/2024,Monday,Local,0,1,96,Broker,0,5,Large,24379.79732,blue,13829.96212,7935.071231,1000,1622.67,10.5380674,4,N
374740992,33,F,1,77,99404.8,1,0,Own,20110,6/5/2023,Monday,Local,1,1,51,Broker,1,3,Compact,21881.2163,other,22296.60642,4766.938607,1000,1324.78,9.354562687,0,N
374761728,59,M,1,79,94699.2,1,0,Own,15021,6/9/2023,Friday,Parking Lot,0,0,50,Broker,1,1,Large,10661.48716,red,31681.50019,3563.354247,500,1518.54,8.026041508,8,N
374823936,22,F,1,91,98198.4,1,1,Rent,85008,9/26/2024,Thursday,Local,2,1,22,Broker,1,5,Medium,11076.75478,white,20855.65957,2068.573908,2000,1246.68,10.88521961,1,N
374886144,48,F,0,64,21980.8,1,1,Own,15012,4/23/2024,Tuesday,Parking Lot,0,0,75,Broker,0,4,Compact,16304.93199,silver,16100.20531,4250.005917,500,1082.36,8.951081456,6,Y
374927616,51,F,1,78,99404.8,0,0,Own,80045,8/19/2024,Monday,Local,0,0,53,Broker,0,2,Compact,13602.19791,red,23470.49019,4761.44905,500,1354.2,10.03762989,6,N
374989824,64,M,0,86,94699.2,1,1,Own,85018,7/23/2023,Sunday,Local,0,0,51,Broker,0,4,Large,24754.85762,black,19167.71027,9228.311236,500,1055.6,10.36908178,3,N
375010560,58,M,0,88,90923.2,1,1,Own,80006,4/10/2023,Monday,Parking Lot,0,0,5,Broker,1,5,Medium,29372.08659,other,7563.763267,4875.062577,1000,999.43,7.192553834,1,N
375052032,40,M,1,61,98198.4,1,1,Own,15034,3/28/2023,Tuesday,Local,0,0,85,Broker,1,4,Large,7226.575367,gray,5766.238883,3770.230957,2000,1155.97,10.69738934,5,N
375425280,50,M,1,75,22569.6,1,1,Own,20137,11/26/2023,Sunday,Local,0,0,17,Broker,1,10,Compact,20487.49614,black,7401.583521,6928.057706,1000,1324.78,10.73896153,3,Y
375570432,62,F,1,80,26060.8,1,1,Own,80006,2/23/2023,Thursday,Local,0,1,95,Broker,0,8,Large,54230.91163,red,18958.85041,4719.78708,500,1518.54,10.27164316,5,Y
375798528,54,M,1,60,163820.8,0,1,Rent,20159,11/30/2023,Thursday,Local,0,0,98,Broker,1,2,Compact,49609.95527,silver,28328.3735,4639.790243,2000,1246.68,13.77122302,5,N
375964416,38,M,1,81,98182.4,1,1,Own,85041,8/23/2023,Wednesday,Local,0,0,17,Broker,0,4,Medium,25546.02823,gray,37555.75687,7036.309427,500,1082.36,12.00554136,3,N
376213248,45,M,1,71,40881.6,1,0,Own,80044,1/19/2023,Thursday,Local,3,0,46,Broker,1,5,Medium,19939.4847,gray,13050.55213,5862.342992,500,1354.2,9.06623754,4,Y
376254720,49,M,1,76,99404.8,1,1,Rent,50043,11/4/2024,Monday,Local,0,0,87,Broker,1,4,Medium,22309.22445,red,40331.83443,3507.727431,500,1055.6,10.36161103,2,N
376296192,53,M,1,65,94699.2,1,1,Own,15057,9/19/2023,Tuesday,Local,2,0,4,Broker,0,4,Compact,19413.80381,gray,37578.85155,2886.112263,1000,999.43,10.0734199,4,N
376462080,83,M,1,95,40692.8,1,1,Own,15055,1/25/2023,Wednesday,Highway,0,0,0,Broker,1,6,Compact,21626.46014,white,28604.63233,7891.191767,1000,1324.78,11.77644392,1,Y
376503552,45,M,1,97,99404.8,1,1,Own,80013,11/14/2024,Thursday,Local,1,0,50,Broker,0,6,Medium,16829.50078,white,30009.68336,2887.822255,500,1518.54,12.02140598,6,N
376545024,43,M,1,79,94699.2,1,1,Own,85046,12/9/2023,Saturday,Highway,1,1,7,Broker,0,6,Medium,33929.56769,silver,13588.6204,6777.643361,2000,1239.06,10.09590721,6,N
376586496,47,M,1,89,98198.4,1,1,Own,20164,11/11/2024,Monday,Local,1,0,10,Broker,1,5,Medium,15579.30467,red,15068.26728,6677.542226,1000,1622.67,8.673571341,3,N
380153088,35,F,0,67,99404.8,1,1,Own,80106,1/24/2023,Tuesday,Parking Lot,0,0,3,Broker,1,5,Compact,12259.51704,silver,18962.25177,3792.519647,2000,1246.68,14.53752652,5,N
380298240,31,M,1,75,90923.2,1,0,Own,80011,8/28/2023,Monday,Parking Lot,0,1,23,Broker,1,4,Compact,16328.55329,other,38901.09414,3516.416867,500,1082.36,10.11938325,2,N
380401920,33,M,1,67,98198.4,1,0,Own,50014,11/4/2023,Saturday,Local,0,1,12,Broker,0,7,Medium,21327.12757,black,19058.1903,6180.396339,500,1354.2,10.16647596,4,N
380567808,57,M,1,72,90923.2,0,1,Own,20147,12/6/2024,Friday,Highway,0,0,50,Broker,0,6,Large,15137.75366,other,27253.89404,4851.37343,1000,1726.91,12.03937614,1,N
380588544,42,M,1,88,98198.4,0,0,Own,80012,10/20/2023,Friday,Local,0,0,32,Broker,1,7,Large,13584.3604,other,19332.22514,4246.142383,500,1232.57,8.277392909,4,N
381189888,31,F,1,90,-1.6,0,0,Rent,15001,9/20/2024,Friday,Highway,1,1,11,Broker,1,5,Large,15478.76923,gray,55684.29816,2678.258589,500,1055.6,7.984953063,3,N
381272832,43,M,1,39,94699.2,1,1,Own,50021,8/8/2023,Tuesday,Local,1,0,33,Broker,1,11,Large,23716.81064,blue,33081.49795,9688.286736,2000,1155.97,11.40737896,4,N
381293568,61,M,1,75,90923.2,1,1,Own,20148,5/9/2024,Thursday,Parking Lot,1,0,41,Broker,0,9,Medium,13702.36539,black,25012.52747,6760.329562,1000,1726.91,9.830545446,0,N
381314304,43,M,0,97,98198.4,1,0,Own,50049,11/25/2024,Monday,Parking Lot,0,0,70,Broker,0,5,Medium,47282.68534,gray,19509.67825,5302.792602,500,1232.57,9.801055357,2,N
381355776,36,F,1,98,99404.8,1,0,Rent,15027,12/7/2023,Thursday,Local,1,0,50,Broker,1,5,Medium,13179.68309,other,39612.59649,4777.813578,1000,1324.78,12.38781015,1,N
381397248,43,M,1,34,94699.2,0,0,Rent,80028,3/1/2023,Wednesday,Local,0,1,5,Broker,0,5,Compact,11244.94423,white,17200.80507,2945.139341,500,1518.54,9.783582436,4,Y
381480192,34,F,1,68,90923.2,1,1,Own,80037,2/11/2023,Saturday,Highway,0,0,100,Broker,1,6,Compact,35647.35744,blue,6626.014368,5941.779411,2000,1239.06,9.568414808,4,N
381811968,51,M,1,95,82908.8,1,1,Own,15055,2/2/2023,Thursday,Parking Lot,0,0,41,Broker,0,2,Medium,7506.512668,red,36858.87439,7049.375786,2000,1155.97,8.377462115,4,N
382143744,57,F,1,49,99404.8,0,1,Rent,15010,11/12/2024,Tuesday,Highway,1,0,60,Broker,1,3,Large,30206.14302,gray,57546.76155,5842.162694,500,1518.54,11.21633256,5,N
382371840,56,M,0,76,99404.8,1,1,Rent,50005,5/23/2024,Thursday,Local,1,0,0,Broker,1,3,Compact,35228.27628,black,20078.51012,4310.56452,500,1354.2,10.63945217,4,N
